Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tiempo de entrega (product.metafields.custom.delivery_time),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Diseño del panel del disyuntor (product.metafields.shopify.circuit-breaker-design),Tipo de disyuntor (product.metafields.shopify.circuit-breaker-type),Color (product.metafields.shopify.color-pattern),Tecnología de pantalla (product.metafields.shopify.display-technology),Material de la herramienta (product.metafields.shopify.hardware-material),Color de la luz (product.metafields.shopify.light-color),Material (product.metafields.shopify.material),Uso recomendado (product.metafields.shopify.recommended-use),Tipo de disparo (product.metafields.shopify.trip-type),Material del alambre/cuerda (product.metafields.shopify.wire-rope-material),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Buscar impulsos de productos (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / Internacional,Price / Internacional,Compare At Price / Internacional,Status
panel-led-cuadrado-mercury-incrustar,,,,,,,,,6W,,,,,,,,,0.0,shopify,50,continue,manual,7798.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/183.png?v=1730425397,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6781.00,,,,,,,
panel-led-cuadrado-mercury-incrustar,,,,,,,,,12W,,,,,,,,,0.0,shopify,50,continue,manual,9619.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/182.png?v=1730425397,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8364.00,,,,,,,
panel-led-cuadrado-mercury-incrustar,,,,,,,,,18W,,,,,,,,,0.0,shopify,50,continue,manual,8605.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7482.00,,,,,,,
panel-led-cuadrado-mercury-incrustar,,,,,,,,,24W,,,,,,,,,0.0,shopify,30,continue,manual,14134.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12290.00,,,,,,,
panel-led-redondo-titanium-sobreponer,Panel LED Redondo sobreponer,"<p>El <strong>panel LED redondo para sobreponer</strong> es una luminaria moderna y práctica, diseñada para ofrecer <strong>iluminación uniforme y sin deslumbramiento</strong> en cualquier ambiente. Este panel se instala directamente en superficies sólidas, sin necesidad de empotrar, lo que lo convierte en una opción ideal para techos y paredes de concreto. Es perfecto para aplicaciones en hogares, oficinas y comercios que buscan una luz eficiente y estética.</p>
<hr>
<h3><strong>Características Técnicas</strong></h3>
<ul>
<li>
<strong>Forma</strong>: Redonda, con diseño elegante y versátil.</li>
<li>
<strong>Tipo de instalación</strong>: Sobrepuesta, adecuada para techos y paredes sólidas.</li>
<li>
<strong>Tamaños</strong>: Disponible en diámetros de 6"", 8"", y 12"".</li>
<li>
<strong>Consumo</strong>: Bajo consumo energético gracias a la tecnología LED, con opciones de 12W, 18W y 24W.</li>
<li>
<strong>Temperatura de color</strong>: Disponible en luz cálida (3000K), neutra (4000K) y fría (6000K).</li>
<li>
<strong>Durabilidad</strong>: Hasta 50,000 horas de vida útil.</li>
<li>
<strong>Material</strong>: Carcasa de aluminio y difusor acrílico para una distribución homogénea de la luz.</li>
</ul>
<hr>
<h3><strong>Beneficios</strong></h3>
<ul>
<li>
<strong>Estética moderna</strong>: El diseño redondo aporta un toque contemporáneo a cualquier espacio.</li>
<li>
<strong>Instalación sencilla</strong>: Se monta fácilmente sobre superficies sólidas sin necesidad de empotrar.</li>
<li>
<strong>Ahorro de energía</strong>: La tecnología LED consume significativamente menos energía en comparación con las luminarias tradicionales.</li>
<li>
<strong>Luz uniforme y sin parpadeo</strong>: Ideal para áreas de trabajo, descanso o exhibición.</li>
</ul>
<hr>
<h3><strong>Aplicaciones Comunes</strong></h3>
<ul>
<li>
<strong>Hogares</strong>: Ideal para salas, comedores y habitaciones.</li>
<li>
<strong>Oficinas</strong>: Proporciona una iluminación clara y uniforme en áreas de trabajo.</li>
<li>
<strong>Tiendas y comercios</strong>: Mejora la presentación de productos con una luz suave y sin sombras.</li>
<li>
<strong>Instituciones educativas y de salud</strong>: Crea ambientes bien iluminados y cómodos.</li>
</ul>
<hr>
<p><strong>Ilumina tu espacio con el panel LED redondo para sobreponer y disfruta de una iluminación eficiente y moderna.</strong> <strong>¡Añádelo al carrito y transforma tu ambiente hoy mismo!</strong></p>",Mi tienda,Arte y ocio > Fiestas y celebraciones > Efectos especiales > Efectos de iluminación > Luces led,"","",true,Potencia,6W,,,,,,,,,0.0,shopify,50,continue,manual,5480.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Panel_led_sobrepner_redondo.png?v=1730425326,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4765.00,true,,,true,,,active
panel-led-redondo-titanium-sobreponer,,,,,,,,,12W,,,,,,,,,0.0,shopify,50,continue,manual,6296.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Panel_led_sobrepner_redondo_3.png?v=1730425326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5475.00,,,,,,,
panel-led-redondo-titanium-sobreponer,,,,,,,,,18W,,,,,,,,,0.0,shopify,50,continue,manual,7240.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6296.00,,,,,,,
panel-led-redondo-titanium-sobreponer,,,,,,,,,24W,,,,,,,,,0.0,shopify,50,continue,manual,11540.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10035.00,,,,,,,
panel-led-redondo-titanium-incrustar,Panel Led Redondo incrustar,"<p>El <strong>panel LED redondo para incrustar</strong> es una opción de iluminación moderna y eficiente, ideal para espacios que buscan una integración limpia en el techo. Este panel ofrece una <strong>iluminación uniforme y sin deslumbramiento</strong>, lo que lo hace perfecto para ambientes residenciales, comerciales y de oficinas. Su diseño empotrado permite que se integre de forma discreta en techos falsos o de drywall, aportando un toque elegante y contemporáneo.</p>
<hr>
<h3><strong>Características Técnicas</strong></h3>
<ul>
<li>
<strong>Forma</strong>: Redonda, de diseño clásico y versátil.</li>
<li>
<strong>Tipo de instalación</strong>: Incrustado, adecuado para techos falsos y drywall.</li>
<li>
<strong>Tamaños</strong>: Disponible en diámetros como 4"", 6"", 8"" y 12"".</li>
<li>
<strong>Consumo</strong>: Bajo consumo gracias a la tecnología LED, con opciones de 12W, 18W y 24W.</li>
<li>
<strong>Temperatura de color</strong>: Opciones de luz cálida (3000K), neutra (4000K) y fría (6000K).</li>
<li>
<strong>Durabilidad</strong>: Hasta 50,000 horas de vida útil.</li>
<li>
<strong>Material</strong>: Carcasa de aluminio y difusor acrílico, asegurando una distribución homogénea de la luz.</li>
</ul>
<hr>
<h3><strong>Beneficios</strong></h3>
<ul>
<li>
<strong>Diseño discreto</strong>: Se integra perfectamente en el techo, proporcionando una estética moderna y limpia.</li>
<li>
<strong>Ahorro energético</strong>: Consume menos energía en comparación con las luminarias tradicionales.</li>
<li>
<strong>Luz uniforme y sin parpadeo</strong>: Perfecta para áreas de descanso, trabajo o entretenimiento.</li>
<li>
<strong>Fácil mantenimiento</strong>: Su larga vida útil reduce la necesidad de reemplazos frecuentes.</li>
</ul>
<hr>
<h3><strong>Aplicaciones Comunes</strong></h3>
<ul>
<li>
<strong>Hogares</strong>: Ideal para salones, comedores, cocinas y dormitorios.</li>
<li>
<strong>Oficinas</strong>: Iluminación uniforme para mejorar la productividad en áreas de trabajo.</li>
<li>
<strong>Tiendas y comercios</strong>: Aporta una luz clara y acogedora para resaltar productos.</li>
<li>
<strong>Hoteles y áreas de recepción</strong>: Proporciona una bienvenida cálida y agradable.</li>
</ul>
<hr>
<p><strong>Transforma tu espacio con el panel LED redondo para incrustar y disfruta de una iluminación eficiente y moderna.</strong> <strong>¡Añádelo al carrito y optimiza tu ambiente hoy mismo!</strong></p>",Mi tienda,Sin categoría,"","",true,Potencia,3W,,,,,,,,,0.0,shopify,50,continue,manual,3209.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/178.png?v=1730424384,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2790.00,true,,,true,,,active
panel-led-redondo-titanium-incrustar,,,,,,,,,6W,,,,,,,,,0.0,shopify,50,continue,manual,3896.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/180.png?v=1730424393,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3388.00,,,,,,,
panel-led-redondo-titanium-incrustar,,,,,,,,,9W,,,,,,,,,0.0,shopify,50,continue,manual,4913.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4272.00,,,,,,,
panel-led-redondo-titanium-incrustar,,,,,,,,,12W,,,,,,,,,0.0,shopify,50,continue,manual,5089.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4425.00,,,,,,,
panel-led-redondo-titanium-incrustar,,,,,,,,,18W,,,,,,,,,0.0,shopify,50,continue,manual,6184.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5377.00,,,,,,,
panel-led-redondo-titanium-incrustar,,,,,,,,,24W,,,,,,,,,0.0,shopify,50,continue,manual,10563.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,9185.00,,,,,,,
panel-led-redondo-mercury-sobreponer,Panel Led Redondo sobreponer Mercury,"<p>El <strong>Panel LED Redondo de Sobreponer de Mercury</strong> es una solución de iluminación moderna y eficiente, ideal para aplicaciones residenciales, comerciales y de oficinas. Su diseño elegante y funcional permite una instalación sencilla en superficies sólidas, proporcionando una luz uniforme y sin deslumbramiento que mejora la estética y funcionalidad de cualquier espacio.</p>
<p><strong>Características Técnicas:</strong></p>
<ul>
<li>
<strong>Forma:</strong> Redonda.</li>
<li>
<strong>Tipo de instalación:</strong> Sobrepuesta, adecuada para techos y paredes sólidas.</li>
<li>
<strong>Potencia:</strong> Disponible en versiones de 12W, 18W y 24W.</li>
<li>
<strong>Temperatura de color:</strong> Luz blanca fría (6500K).</li>
<li>
<strong>Flujo luminoso:</strong> 800 lúmenes para la versión de 12W.</li>
<li>
<strong>Vida útil:</strong> Hasta 30,000 horas.</li>
<li>
<strong>Material:</strong> Carcasa de aluminio y difusor de policarbonato para una distribución homogénea de la luz.</li>
<li>
<strong>Temperatura de operación:</strong> -20°C a 50°C.</li>
</ul>
<p><strong>Beneficios:</strong></p>
<ul>
<li>
<strong>Ahorro energético:</strong> La tecnología LED reduce el consumo de energía en comparación con luminarias tradicionales.</li>
<li>
<strong>Instalación sencilla:</strong> Se monta fácilmente sobre superficies sólidas sin necesidad de empotrar.</li>
<li>
<strong>Luz uniforme y sin parpadeo:</strong> Ideal para áreas de trabajo, descanso o exhibición.</li>
<li>
<strong>Diseño moderno:</strong> Aporta un toque contemporáneo a cualquier espacio.</li>
</ul>
<p><strong>Aplicaciones Comunes:</strong></p>
<ul>
<li>
<strong>Hogares:</strong> Ideal para salas, comedores y habitaciones.</li>
<li>
<strong>Oficinas:</strong> Proporciona una iluminación clara y uniforme en áreas de trabajo.</li>
<li>
<strong>Tiendas y comercios:</strong> Mejora la presentación de productos con una luz suave y sin sombras.</li>
<li>
<strong>Instituciones educativas y de salud:</strong> Crea ambientes bien iluminados y cómodos.</li>
</ul>
<p><strong>Optimiza tus espacios con el Panel LED Redondo de Sobreponer de Mercury y disfruta de una iluminación eficiente y moderna.</strong> <strong>¡Añádelo al carrito y transforma tu ambiente hoy mismo!</strong></p>",Mi tienda,Arte y ocio > Fiestas y celebraciones > Efectos especiales > Efectos de iluminación > Luces led,"","",true,Potencia,6W,,,,,,,,,0.0,shopify,50,continue,manual,5757.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Panel_led_sobrepner_redondo.png?v=1730425326,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5006.00,true,,,true,,,active
panel-led-redondo-mercury-sobreponer,,,,,,,,,12W,,,,,,,,,0.0,shopify,50,continue,manual,7245.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Panel_led_sobrepner_redondo_2.png?v=1730425326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6300.00,,,,,,,
panel-led-redondo-mercury-sobreponer,,,,,,,,,18W,,,,,,,,,0.0,shopify,50,continue,manual,8723.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7585.00,,,,,,,
panel-led-redondo-mercury-sobreponer,,,,,,,,,24W,,,,,,,,,0.0,shopify,50,continue,manual,13808.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12007.00,,,,,,,
panel-led-redondo-mercury-sobreponer,,,,,,,,,30W,,,,,,,,,0.0,shopify,50,continue,manual,23661.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,20575.00,,,,,,,
panel-led-redondo-mercury-incrustar,Panel Led Redondo incrustar Mercury,"<p>El <strong>Panel LED Redondo para Incrustar de Mercury</strong> es una solución de iluminación moderna y eficiente, ideal para diversos espacios que requieren una integración discreta en el techo. Este panel ofrece una <strong>iluminación uniforme y sin deslumbramiento</strong>, adaptándose perfectamente a ambientes residenciales, comerciales y de oficinas.</p>
<p><strong>Características Técnicas:</strong></p>
<ul>
<li>
<strong>Forma:</strong> Redonda, con diseño elegante y versátil.</li>
<li>
<strong>Tipo de instalación:</strong> Incrustado, adecuado para techos falsos y drywall.</li>
<li>
<strong>Tamaños disponibles:</strong> Diámetros de 3W, 6W, 9W, 18W y 24W.</li>
<li>
<strong>Consumo:</strong> Eficiencia energética gracias a la tecnología LED.</li>
<li>
<strong>Temperatura de color:</strong> Luz blanca fría (6500K).</li>
<li>
<strong>Durabilidad:</strong> Hasta 50,000 horas de vida útil.</li>
<li>
<strong>Material:</strong> Carcasa de aluminio y difusor acrílico, asegurando una distribución homogénea de la luz.</li>
</ul>
<p><strong>Beneficios:</strong></p>
<ul>
<li>
<strong>Diseño discreto:</strong> Se integra perfectamente en el techo, proporcionando una estética moderna y limpia.</li>
<li>
<strong>Ahorro energético:</strong> Consume menos energía en comparación con las luminarias tradicionales.</li>
<li>
<strong>Luz uniforme y sin parpadeo:</strong> Ideal para áreas de descanso, trabajo o entretenimiento.</li>
<li>
<strong>Fácil mantenimiento:</strong> Su larga vida útil reduce la necesidad de reemplazos frecuentes.</li>
</ul>
<p><strong>Aplicaciones Comunes:</strong></p>
<ul>
<li>
<strong>Hogares:</strong> Ideal para salones, comedores, cocinas y dormitorios.</li>
<li>
<strong>Oficinas:</strong> Iluminación uniforme para mejorar la productividad en áreas de trabajo.</li>
<li>
<strong>Tiendas y comercios:</strong> Aporta una luz clara y acogedora para resaltar productos.</li>
<li>
<strong>Hoteles y áreas de recepción:</strong> Proporciona una bienvenida cálida y agradable.</li>
</ul>
<p><strong>Transforma tu espacio con el Panel LED Redondo para Incrustar de Mercury y disfruta de una iluminación eficiente y moderna.</strong> <strong>¡Añádelo al carrito y optimiza tu ambiente hoy mismo!</strong></p>",Mi tienda,Sin categoría,"","",true,Potencia,3W,,,,,,,,,0.0,shopify,50,continue,manual,3840.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/178.png?v=1730424384,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3339.00,true,,,true,,,active
panel-led-redondo-mercury-incrustar,,,,,,,,,6W,,,,,,,,,0.0,shopify,50,continue,manual,4656.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/180.png?v=1730424393,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4049.00,,,,,,,
panel-led-redondo-mercury-incrustar,,,,,,,,,9W,,,,,,,,,0.0,shopify,50,continue,manual,5930.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5157.00,,,,,,,
panel-led-redondo-mercury-incrustar,,,,,,,,,12W,,,,,,,,,0.0,shopify,50,continue,manual,6101.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5305.00,,,,,,,
panel-led-redondo-mercury-incrustar,,,,,,,,,18W,,,,,,,,,0.0,shopify,50,continue,manual,7313.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6359.00,,,,,,,
panel-led-redondo-mercury-incrustar,,,,,,,,,24W,,,,,,,,,0.0,shopify,50,continue,manual,12760.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11096.00,,,,,,,
breaker-riel-3x20-a-taco-de-riel-de-10-a-ciles,Breaker riel - Taco tripolar interruptor Mercury,"<p>El <strong>breaker tripolar de riel DIN</strong> de <strong>Mercury</strong> es un interruptor termomagnético diseñado para <strong>proteger circuitos trifásicos</strong> de sobrecargas y cortocircuitos. Este dispositivo es ideal para instalaciones industriales ligeras, comerciales, y sistemas eléctricos complejos que requieren la protección simultánea de <strong>tres fases</strong>. Gracias a su diseño enchufable para <strong>montaje en riel DIN</strong>, permite una <strong>instalación rápida y eficiente</strong> en tableros eléctricos.</p>
<hr>
<h3><strong>Características Técnicas</strong></h3>
<ul>
<li>
<strong>Polos</strong>: Tripolar, diseñado para controlar tres fases de forma simultánea.</li>
<li>
<strong>Amperaje disponible</strong>: Opciones de <strong>16A, 20A, 32A y 40A</strong>.</li>
<li>
<strong>Voltaje nominal</strong>: Hasta <strong>400V AC</strong>.</li>
<li>
<strong>Capacidad de corte</strong>: 6 kA o 10 kA, adecuado para sistemas con alta demanda de protección.</li>
<li>
<strong>Material</strong>: Fabricado con carcasa de <strong>poliamida resistente al calor</strong> y contactos de cobre estañado para garantizar conductividad y resistencia a la corrosión.</li>
<li>
<strong>Normativas</strong>: Cumple con las certificaciones <strong>IEC 60898-1</strong> y <strong>RETIE</strong>, asegurando seguridad en el uso residencial e industrial.</li>
</ul>
<hr>
<h3><strong>Beneficios</strong></h3>
<ul>
<li>
<strong>Instalación rápida</strong>: Compatible con sistemas de riel DIN, permitiendo un montaje sencillo sin herramientas especializadas.</li>
<li>
<strong>Protección eficiente</strong>: Detecta sobrecargas o cortocircuitos, evitando daños graves en equipos eléctricos.</li>
<li>
<strong>Durabilidad</strong>: Resistente al desgaste por vibraciones y uso prolongado.</li>
<li>
<strong>Versatilidad</strong>: Apto para diversas aplicaciones eléctricas en entornos comerciales, industriales ligeros y residenciales.</li>
</ul>
<hr>
<h3><strong>Aplicaciones Comunes</strong></h3>
<ul>
<li>
<strong>Industria ligera</strong>: Protección de equipos trifásicos y sistemas de control.</li>
<li>
<strong>Edificios comerciales</strong>: Uso en tableros principales y secundarios para distribución eléctrica.</li>
<li>
<strong>Residencias</strong>: Instalación en sistemas de climatización y equipos de alto consumo.</li>
<li>
<strong>Infraestructura pública</strong>: Control de sistemas de iluminación y ventilación.</li>
</ul>
<hr>
<p><strong>Protege tus sistemas eléctricos con el breaker tripolar de riel DIN Mercury.</strong> <strong>¡Añádelo al carrito y garantiza la seguridad de tus proyectos hoy mismo!</strong></p>",Mi tienda,Bricolaje > Suministros eléctricos > Disyuntores,"","",false,Amperios,3x20,,,,,,,,,0.0,shopify,50,continue,manual,30031.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/362_4378fd89-a6f6-4384-85a4-a95c8b4501f8.png?v=1730148151,1,"",false,,,,,,,,,,,,,,,,,interruptor-de-circuito-termico-magnetico,blanco,,,,,,,,,,,,,kg,,25450.00,true,,,true,,,draft
breaker-riel-3x20-a-taco-de-riel-de-10-a-ciles,,,,,,,,,3x40,,,,,,,,,0.0,shopify,50,continue,manual,26833.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,22740.00,,,,,,,
breaker-riel-2x20-a-taco-de-riel-de-10-a-ciles,Breaker riel - Taco bipolar interruptor Mercury,"<p>El <strong>breaker de riel bipolar de Mercury</strong> es un <strong>interruptor termomagnético</strong> que ofrece protección eficiente ante <strong>sobrecargas y cortocircuitos</strong> en sistemas eléctricos residenciales y comerciales. Su instalación en <strong>riel DIN</strong> simplifica el proceso de montaje, permitiendo un ajuste seguro en tableros eléctricos. Este modelo garantiza la <strong>seguridad del cableado</strong> y asegura la continuidad de los sistemas eléctricos.</p>
<hr>
<h3>
<strong>Características Técnicas</strong>:</h3>
<ul>
<li>
<strong>Polos</strong>: Bipolar, permite el control de dos fases simultáneamente.</li>
<li>
<strong>Amperaje</strong>: Disponible en opciones como 16A, 20A, y 32A.</li>
<li>
<strong>Voltaje nominal</strong>: Soporta hasta <strong>240V AC</strong>.</li>
<li>
<strong>Capacidad de corte</strong>: 6 kA o 10 kA, ideal para sistemas de baja tensión.</li>
<li>
<strong>Montaje</strong>: Compatible con <strong>riel DIN</strong>, lo que facilita la instalación rápida y sin complicaciones.</li>
<li>
<strong>Material</strong>: Carcasa de poliamida y contactos de cobre estañado, proporcionando resistencia al calor y corrosión.</li>
<li>
<strong>Certificación</strong>: Cumple con <strong>IEC 60898-1</strong> y <strong>RETIE</strong>, asegurando eficiencia y seguridad.</li>
</ul>
<hr>
<h3>
<strong>Beneficios</strong>:</h3>
<ul>
<li>
<strong>Instalación rápida</strong>: El montaje en riel DIN reduce tiempos de instalación y mantenimiento.</li>
<li>
<strong>Protección eficiente</strong>: Responde rápidamente ante sobrecargas y cortocircuitos, protegiendo el equipo conectado.</li>
<li>
<strong>Durabilidad</strong>: Fabricado con materiales de alta calidad que soportan vibraciones y uso prolongado.</li>
<li>
<strong>Versátil</strong>: Apto para aplicaciones residenciales, comerciales y de infraestructura pública.</li>
</ul>
<hr>
<h3>
<strong>Aplicaciones Comunes</strong>:</h3>
<ul>
<li>
<strong>Residencias</strong>: Protección de sistemas de iluminación y electrodomésticos.</li>
<li>
<strong>Oficinas y comercios</strong>: Uso en tableros eléctricos para equipos esenciales.</li>
<li>
<strong>Instalaciones industriales ligeras</strong>: Protección de sistemas de control y automatización.</li>
</ul>
<hr>
<p><strong>Optimiza tus instalaciones con el breaker de riel bipolar Mercury.</strong> <strong>¡Añádelo al carrito y asegura la eficiencia y seguridad de tu sistema hoy mismo!</strong></p>",Mi tienda,Bricolaje > Suministros eléctricos > Disyuntores,"","",false,Amperios,2x20,,,,,,,,,0.0,shopify,50,continue,manual,18000.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/360_8d0e340a-a1c0-4783-a89d-4d5662f27b6c.png?v=1730148090,1,"",false,,,,,,,,,,,,,,,,,interruptor-de-circuito-termico-magnetico,blanco,,,,,,,,,,,,,kg,,15255.00,true,,,true,,,draft
breaker-riel-2x20-a-taco-de-riel-de-10-a-ciles,,,,,,,,,2x32,,,,,,,,,0.0,shopify,50,continue,manual,18319.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,15525.00,,,,,,,
breaker-riel-2x20-a-taco-de-riel-de-10-a-ciles,,,,,,,,,2x40,,,,,,,,,0.0,shopify,50,continue,manual,20001.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16950.00,,,,,,,
breaker-riel-1x20-a-taco-de-riel-de-20-a-ciles,Breaker riel - Taco monopolar interruptor Mercury,"<p>El <strong>breaker de riel monopolar Mercury</strong> es un <strong>interruptor termomagnético</strong> ideal para <strong>proteger circuitos eléctricos</strong> de baja tensión en instalaciones residenciales y comerciales. Su diseño permite la <strong>instalación rápida en riel DIN</strong>, facilitando el mantenimiento y asegurando una conexión estable. Este breaker ofrece <strong>protección eficiente ante sobrecargas y cortocircuitos</strong>, proporcionando seguridad continua para equipos y sistemas eléctricos esenciales.</p>
<hr>
<h3>
<strong>Características Técnicas</strong>:</h3>
<ul>
<li>
<strong>Polos</strong>: Monopolar, diseñado para proteger un circuito de fase.</li>
<li>
<strong>Amperaje disponible</strong>: Opciones como <strong>10A, 16A, y 20A</strong>.</li>
<li>
<strong>Voltaje nominal</strong>: Hasta <strong>240V AC</strong>.</li>
<li>
<strong>Capacidad de corte</strong>: 6 kA o 10 kA, asegurando la protección contra fallas severas.</li>
<li>
<strong>Montaje</strong>: Compatible con <strong>sistemas de riel DIN</strong>, facilitando la instalación y mantenimiento.</li>
<li>
<strong>Material</strong>: Carcasa de poliamida resistente al calor y contactos de cobre estañado para mayor durabilidad.</li>
<li>
<strong>Normativa</strong>: Cumple con <strong>IEC 60898-1</strong> y <strong>RETIE</strong>, garantizando la calidad y seguridad en las instalaciones eléctricas.</li>
</ul>
<hr>
<h3>
<strong>Beneficios</strong>:</h3>
<ul>
<li>
<strong>Instalación sencilla</strong>: El sistema de montaje en riel DIN permite una conexión rápida y segura.</li>
<li>
<strong>Protección avanzada</strong>: Desconecta automáticamente el circuito ante sobrecargas o cortocircuitos.</li>
<li>
<strong>Durabilidad</strong>: Fabricado con materiales de alta calidad, resistente al uso prolongado y vibraciones.</li>
<li>
<strong>Versatilidad</strong>: Adecuado para sistemas eléctricos en viviendas, oficinas, y pequeños comercios.</li>
</ul>
<hr>
<h3>
<strong>Aplicaciones Comunes</strong>:</h3>
<ul>
<li>
<strong>Residencias</strong>: Protección de circuitos de iluminación y tomacorrientes.</li>
<li>
<strong>Oficinas y pequeños comercios</strong>: Instalación en tableros eléctricos para equipos esenciales.</li>
<li>
<strong>Sistemas de control</strong>: Protección en dispositivos de bajo consumo energético.</li>
</ul>
<hr>
<p><strong>Garantiza la protección y eficiencia de tu instalación eléctrica con el breaker monopolar Mercury.</strong> <strong>¡Añádelo al carrito y asegura la seguridad de tus proyectos hoy mismo!</strong></p>",Mi tienda,Bricolaje > Suministros eléctricos > Disyuntores,"","",false,Amperios,1x20,,,,,,,,,0.0,shopify,50,continue,manual,8979.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/361_459b3ee3-5d82-4ab3-a5b6-5775ae974061.png?v=1730148119,1,"",false,,,,,,,,,,,,,,,,,interruptor-de-circuito-termico-magnetico,blanco,,,,,,,,,,,,,kg,,7610.00,true,,,true,,,draft
breaker-riel-1x20-a-taco-de-riel-de-20-a-ciles,,,,,,,,,1x32,,,,,,,,,0.0,shopify,50,continue,manual,8821.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7476.00,,,,,,,
breaker-riel-1x20-a-taco-de-riel-de-20-a-ciles,,,,,,,,,1x40,,,,,,,,,0.0,shopify,50,continue,manual,9912.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8400.00,,,,,,,
